filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0057.jpg,anopheles_arabiensis_f_DONGOLA_image0057.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0057,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0106.jpg,anopheles_arabiensis_f_DONGOLA_image0106.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0106,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0007.jpg,anopheles_albimanus_f_STECLA_image0007.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0007,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0087.jpg,aedes_aegypti_f_NEWORLEANS_image0087.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0087,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0123.jpg,aedes_aegypti_f_NEWORLEANS_image0123.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0123,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0029.jpg,anopheles_coluzzi_f_MOPTI_image0029.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0029,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0009.jpg,anopheles_freeborni_f_F1_image0009.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0009,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0063.jpg,aedes_aegypti_f_NEWORLEANS_image0063.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0063,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0130.jpg,aedes_aegypti_f_NEWORLEANS_image0130.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0130,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0029.jpg,aedes_aegypti_m_NEWORLEANS_image0029.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0029,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0030.jpg,aedes_aegypti_f_NEWORLEANS_image0030.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0030,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0024.jpg,anopheles_freeborni_f_F1_image0024.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0024,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0086.jpg,anopheles_arabiensis_f_DONGOLA_image0086.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0086,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0029.jpg,anopheles_albimanus_f_STECLA_image0029.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0029,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0137.jpg,aedes_aegypti_f_NEWORLEANS_image0137.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0137,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0078.jpg,aedes_aegypti_f_NEWORLEANS_image0078.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0078,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0038.jpg,anopheles_farauti_m_FAR1_image0038.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0038,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0019.jpg,anopheles_arabiensis_f_DONGOLA_image0019.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0019,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0031.jpg,anopheles_atroparvus_f_EBRO_image0031.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0031,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0033.jpg,aedes_aegypti_m_NEWORLEANS_image0033.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0033,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0019.jpg,anopheles_atroparvus_f_EBRO_image0019.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0019,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0002.jpg,anopheles_albimanus_m_STECLA_image0002.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0002,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0030.jpg,anopheles_freeborni_f_F1_image0030.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0030,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0001.jpg,anopheles_freeborni_f_F1_image0001.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0001,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0027.jpg,aedes_aegypti_f_NEWORLEANS_image0027.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0027,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0062.jpg,anopheles_arabiensis_m_DONGOLA_image0062.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0062,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0004.jpg,anopheles_coluzzi_m_MOPTI_image0004.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0004,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0039.jpg,anopheles_coluzzi_f_MOPTI_image0039.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0039,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0101.jpg,aedes_aegypti_f_NEWORLEANS_image0101.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0101,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0111.jpg,aedes_aegypti_f_NEWORLEANS_image0111.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0111,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0086.jpg,aedes_aegypti_f_NEWORLEANS_image0086.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0086,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0005.jpg,anopheles_farauti_f_FAR1_image0005.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0005,False,5,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0018.jpg,anopheles_freeborni_f_F1_image0018.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0018,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0027.jpg,anopheles_freeborni_m_F1_image0027.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0027,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0094.jpg,anopheles_arabiensis_f_DONGOLA_image0094.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0094,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0037.jpg,anopheles_arabiensis_m_DONGOLA_image0037.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0037,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0036.jpg,anopheles_atroparvus_f_EBRO_image0036.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0036,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0084.jpg,anopheles_arabiensis_f_DONGOLA_image0084.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0084,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0008.jpg,aedes_aegypti_f_NEWORLEANS_image0008.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0008,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0007.jpg,anopheles_arabiensis_f_DONGOLA_image0007.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0007,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0016.jpg,anopheles_atroparvus_f_EBRO_image0016.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0016,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0115.jpg,anopheles_arabiensis_f_DONGOLA_image0115.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0115,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0013.jpg,anopheles_albimanus_f_STECLA_image0013.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0013,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0004.jpg,anopheles_arabiensis_f_DONGOLA_image0004.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0004,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0018.jpg,anopheles_arabiensis_f_DONGOLA_image0018.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0018,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0001.jpg,aedes_aegypti_m_NEWORLEANS_image0001.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0001,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0127.jpg,aedes_aegypti_f_NEWORLEANS_image0127.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0127,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0017.jpg,anopheles_coluzzi_f_MOPTI_image0017.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0017,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0015.jpg,anopheles_arabiensis_m_DONGOLA_image0015.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0015,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0016.jpg,anopheles_freeborni_m_F1_image0016.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0016,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0032.jpg,aedes_aegypti_m_NEWORLEANS_image0032.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0032,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0126.jpg,aedes_aegypti_f_NEWORLEANS_image0126.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0126,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0011.jpg,anopheles_coluzzi_f_MOPTI_image0011.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0011,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0104.jpg,anopheles_arabiensis_f_DONGOLA_image0104.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0104,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0001.jpg,anopheles_arabiensis_f_DONGOLA_image0001.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0001,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0018.jpg,aedes_aegypti_f_NEWORLEANS_image0018.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0018,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0013.jpg,anopheles_farauti_m_FAR1_image0013.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0013,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0050.jpg,anopheles_arabiensis_f_DONGOLA_image0050.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0050,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0002.jpg,anopheles_coluzzi_f_MOPTI_image0002.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0002,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0058.jpg,aedes_aegypti_m_NEWORLEANS_image0058.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0058,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0112.jpg,anopheles_arabiensis_f_DONGOLA_image0112.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0112,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0004.jpg,anopheles_freeborni_f_F1_image0004.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0004,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0006.jpg,anopheles_coluzzi_m_MOPTI_image0006.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0006,False,4,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0007.jpg,aedes_aegypti_m_NEWORLEANS_image0007.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0007,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0082.jpg,aedes_aegypti_f_NEWORLEANS_image0082.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0082,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0024.jpg,anopheles_atroparvus_f_EBRO_image0024.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0024,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0011.jpg,anopheles_freeborni_m_F1_image0011.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0011,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0118.jpg,aedes_aegypti_f_NEWORLEANS_image0118.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0118,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0058.jpg,anopheles_arabiensis_m_DONGOLA_image0058.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0058,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0092.jpg,aedes_aegypti_f_NEWORLEANS_image0092.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0092,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0083.jpg,anopheles_arabiensis_f_DONGOLA_image0083.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0083,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0044.jpg,aedes_aegypti_f_NEWORLEANS_image0044.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0044,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0050.jpg,aedes_aegypti_f_NEWORLEANS_image0050.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0050,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0033.jpg,anopheles_arabiensis_f_DONGOLA_image0033.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0033,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0022.jpg,anopheles_arabiensis_m_DONGOLA_image0022.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0022,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0098.jpg,anopheles_arabiensis_f_DONGOLA_image0098.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0098,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0075.jpg,anopheles_arabiensis_f_DONGOLA_image0075.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0075,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0040.jpg,anopheles_albimanus_f_STECLA_image0040.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0040,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0092.jpg,anopheles_arabiensis_f_DONGOLA_image0092.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0092,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0009.jpg,anopheles_farauti_f_FAR1_image0009.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0009,False,5,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0093.jpg,aedes_aegypti_f_NEWORLEANS_image0093.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0093,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0090.jpg,aedes_aegypti_f_NEWORLEANS_image0090.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0090,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0007.jpg,anopheles_coluzzi_f_MOPTI_image0007.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0007,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0060.jpg,anopheles_arabiensis_m_DONGOLA_image0060.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0060,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0005.jpg,anopheles_coluzzi_m_MOPTI_image0005.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0005,False,4,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0116.jpg,anopheles_arabiensis_f_DONGOLA_image0116.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0116,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0058.jpg,anopheles_arabiensis_f_DONGOLA_image0058.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0058,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0038.jpg,aedes_aegypti_f_NEWORLEANS_image0038.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0038,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0059.jpg,aedes_aegypti_f_NEWORLEANS_image0059.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0059,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0099.jpg,aedes_aegypti_f_NEWORLEANS_image0099.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0099,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0028.jpg,anopheles_freeborni_m_F1_image0028.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0028,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0013.jpg,anopheles_arabiensis_m_DONGOLA_image0013.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0013,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0017.jpg,anopheles_atroparvus_f_EBRO_image0017.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0017,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0019.jpg,anopheles_farauti_m_FAR1_image0019.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0019,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0005.jpg,anopheles_coluzzi_f_MOPTI_image0005.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0005,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0050.jpg,anopheles_coluzzi_f_MOPTI_image0050.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0050,False,4,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0002.jpg,anopheles_atroparvus_f_EBRO_image0002.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0002,False,3,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0005.jpg,anopheles_freeborni_f_F1_image0005.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0005,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0012.jpg,anopheles_arabiensis_m_DONGOLA_image0012.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0012,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0026.jpg,anopheles_farauti_m_FAR1_image0026.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0026,False,5,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0013.jpg,anopheles_albimanus_m_STECLA_image0013.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0013,False,1,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0011.jpg,aedes_aegypti_f_NEWORLEANS_image0011.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0011,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0031.jpg,anopheles_freeborni_m_F1_image0031.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0031,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0027.jpg,anopheles_albimanus_f_STECLA_image0027.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0027,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0084.jpg,aedes_aegypti_f_NEWORLEANS_image0084.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0084,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0026.jpg,aedes_aegypti_f_NEWORLEANS_image0026.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0026,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0001.jpg,anopheles_arabiensis_m_DONGOLA_image0001.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0001,False,2,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0039.jpg,anopheles_freeborni_f_F1_image0039.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0039,False,6,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0039.jpg,anopheles_arabiensis_f_DONGOLA_image0039.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0039,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0024.jpg,anopheles_arabiensis_f_DONGOLA_image0024.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0024,False,2,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0054.jpg,aedes_aegypti_m_NEWORLEANS_image0054.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0054,False,0,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0030.jpg,anopheles_freeborni_m_F1_image0030.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0030,False,6,1,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0138.jpg,aedes_aegypti_f_NEWORLEANS_image0138.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0138,False,0,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0037.jpg,anopheles_albimanus_f_STECLA_image0037.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0037,False,1,0,-1,val
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0008.jpg,anopheles_albimanus_m_STECLA_image0008.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0008,False,1,1,-1,val
